,City,Cloudiness,Country,Date,Humidity,Temp,Lat,Lng,Wind Speed
66,solnechnyy,100,RU,1579886948,87,-10.95,50.72,136.63,2.26
67,mortka,60,RU,1579886949,96,4.55,59.33,66.02,6.87
68,atuona,43,PF,1579886921,81,80.01,-9.8,-139.03,14.41
69,mataura,100,NZ,1579886949,95,59.0,-46.19,168.86,7.0
70,ushuaia,75,AR,1579886949,54,55.4,-54.8,-68.3,3.06
71,tiksi,0,RU,1579886944,88,-33.57,71.69,128.87,5.55
72,alofi,90,NU,1579886747,94,77.0,-19.06,-169.92,5.82
73,tacuarembo,16,UY,1579886846,24,87.71,-31.73,-55.98,6.33
74,cape town,0,ZA,1579886872,77,72.0,-33.93,18.42,14.99
75,clyde river,40,CA,1579886901,76,-9.4,70.47,-68.59,19.46
76,caravelas,100,BR,1579886893,85,78.44,-17.71,-39.25,20.13
77,aklavik,90,CA,1579886950,83,-4.0,68.22,-135.01,12.75
78,butaritari,100,KI,1579886839,74,84.2,3.07,172.79,8.32
79,chenzhou,100,CN,1579886950,93,44.26,25.8,113.03,8.77
80,thompson,75,CA,1579886950,85,10.4,55.74,-97.86,8.05
81,aksarka,92,RU,1579886655,97,0.27,66.56,67.8,4.41
82,novopokrovka,90,UA,1579886669,87,32.0,49.84,36.55,15.66
83,acari,46,PE,1579886951,65,74.82,-15.43,-74.62,10.63
84,ascoli piceno,6,IT,1579886951,81,48.2,42.85,13.57,2.24
85,calatayud,97,ES,1579886951,76,53.6,41.35,-1.64,4.7
86,torbay,75,CA,1579886925,81,34.0,47.67,-52.73,14.0
87,qazanbulaq,40,AZ,1579886951,37,37.4,40.62,46.65,16.11
88,iqaluit,20,CA,1579886952,61,-22.0,63.75,-68.51,14.99
89,esperance,90,AU,1579886890,100,60.8,-33.87,121.9,6.93
90,east london,20,ZA,1579886952,88,73.4,-33.02,27.91,2.24
91,imeni poliny osipenko,100,RU,1579886892,97,-6.29,52.42,136.49,3.67
92,ketchikan,90,US,1579886910,93,46.4,55.34,-131.65,24.16
93,tadine,10,NC,1579886952,83,74.95,-21.55,167.88,11.34
94,takoradi,2,GH,1579886688,73,82.83,4.88,-1.76,8.32
95,kisangani,69,CD,1579886953,39,84.2,0.52,25.2,4.7
96,dudinka,75,RU,1579886953,77,6.8,69.41,86.18,6.71
97,mount pleasant,75,US,1579886953,88,64.99,32.79,-79.86,3.36
98,sisimiut,98,GL,1579886824,87,10.31,66.94,-53.67,8.61
99,bluff,100,NZ,1579886953,95,59.0,-46.6,168.33,7.0
100,viedma,28,AR,1579886953,18,79.63,-40.81,-63.0,9.33
101,tefe,40,BR,1579886953,75,89.6,-3.35,-64.71,6.93
102,roebourne,0,AU,1579886953,49,87.22,-20.78,117.13,10.13
103,marienburg,90,PL,1579886954,93,41.0,54.04,19.03,17.22
104,farafangana,30,MG,1579886954,77,78.08,-22.82,47.83,17.25
105,severo-yeniseyskiy,97,RU,1579886954,92,21.16,60.37,93.04,8.72
106,hithadhoo,53,MV,1579886954,76,84.45,-0.6,73.08,9.64
107,moree,0,AU,1579886728,83,77.0,-29.47,149.85,6.93
108,sioux lookout,90,CA,1579886954,78,15.8,50.1,-91.92,2.24
109,talnakh,75,RU,1579886954,77,6.8,69.49,88.4,6.71
110,cabra,100,ES,1579886955,67,57.2,37.47,-4.44,6.93
111,hamilton,90,US,1579886955,93,46.0,39.18,-84.53,7.87
112,ruwi,40,OM,1579886955,78,73.4,23.6,58.55,4.7
113,gallup,1,US,1579886955,80,35.6,35.53,-108.74,3.78
114,yellowknife,75,CA,1579886672,84,5.0,62.46,-114.35,10.29
115,along,0,IN,1579886955,94,44.89,28.17,94.77,3.58
116,severo-kurilsk,80,RU,1579886929,87,14.31,50.68,156.12,22.82
117,cairns,90,AU,1579886846,94,78.8,-16.92,145.77,3.36
118,riyadh,0,SA,1579886956,33,57.2,24.69,46.72,5.82
119,hualmay,31,PE,1579886956,51,81.93,-11.1,-77.61,11.65
120,rujiena,85,LV,1579886956,84,39.61,57.9,25.33,8.52
121,new norfolk,100,AU,1579886951,55,60.8,-42.78,147.06,9.17
122,purranque,20,CL,1579886957,40,73.4,-40.92,-73.17,4.7
123,am timan,0,TD,1579886957,11,69.08,11.03,20.28,5.12
124,taos,1,US,1579886807,68,41.0,36.41,-105.57,4.03
125,coihaique,75,CL,1579886957,55,64.4,-45.58,-72.07,10.29
126,luorong,100,CN,1579886958,90,52.29,24.41,109.61,6.44
127,beyla,61,GN,1579886958,11,89.49,8.68,-8.63,5.3
128,guerrero negro,100,MX,1579886900,45,67.35,27.98,-114.06,3.22
129,santa cruz del norte,20,CU,1579886958,47,78.8,23.15,-81.92,4.7
130,gospic,20,HR,1579886958,81,46.4,44.55,15.37,5.82
131,lata,20,PT,1579886913,76,57.0,40.16,-8.33,5.82
132,nikolskoye,67,RU,1579886791,96,36.0,59.7,30.79,13.42
133,provideniya,91,RU,1579886734,96,-7.8,64.38,-173.3,5.12
134,sedona,1,US,1579886959,43,55.99,34.87,-111.76,3.36
135,luderitz,0,NA,1579886918,60,75.2,-26.65,15.16,11.41
136,koungou,75,YT,1579886959,100,77.0,-12.73,45.2,14.99
137,khasan,0,RU,1579886959,74,9.12,42.43,130.64,3.49
138,dengfeng,100,CN,1579886959,91,31.93,34.46,113.03,2.55
139,jambi,32,ID,1579886959,95,74.03,-1.6,103.62,2.04
140,kruisfontein,51,ZA,1579886960,78,71.47,-34.0,24.73,1.5
141,tuktoyaktuk,90,CA,1579886960,76,-4.0,69.45,-133.04,5.82
142,skjervoy,75,NO,1579886686,63,33.8,70.03,20.97,3.36
143,andenes,80,NO,1579886960,92,28.0,69.31,16.12,4.7
144,bengkulu,100,ID,1579886909,97,74.03,-3.8,102.27,4.27
145,sao joao da barra,90,BR,1579886683,100,77.0,-21.64,-41.05,9.17
146,samarai,18,PG,1579886960,90,76.15,-10.62,150.67,3.02
147,malumfashi,40,NG,1579886961,14,71.17,11.79,7.62,9.75
148,ahipara,0,NZ,1579886961,100,62.01,-35.17,173.17,7.54
149,vardo,75,NO,1579886961,85,21.2,70.37,31.11,5.82
150,sergeyevka,99,KZ,1579886961,92,11.7,53.88,67.42,8.63
151,nouadhibou,83,MR,1579886885,64,68.0,20.93,-17.03,17.22
152,puerto narino,75,CO,1579886962,100,75.2,-3.77,-70.38,3.36
153,tukrah,0,LY,1579886962,74,54.73,32.53,20.58,1.25
154,ambilobe,100,MG,1579886962,90,76.51,-13.2,49.05,2.19
155,victoria point,75,AU,1579886962,83,81.0,-27.58,153.3,13.87
156,dwarka,0,IN,1579886962,58,72.57,22.24,68.97,11.18
157,amuntai,82,ID,1579886962,83,76.33,-2.42,115.25,2.08
158,skibbereen,75,IE,1579886962,93,42.8,51.55,-9.27,8.05
159,beni mazar,0,EG,1579886858,56,50.45,28.5,30.8,11.74
160,port lincoln,0,AU,1579886963,83,60.98,-34.73,135.87,6.42
161,sinnamary,98,GF,1579886963,80,79.47,5.38,-52.95,12.48
162,lavrentiya,0,RU,1579886963,79,-16.42,65.58,-171.0,3.8
163,bonthe,20,SL,1579886963,68,83.1,7.53,-12.51,10.85
164,qaanaaq,0,GL,1579886885,50,-9.54,77.48,-69.36,6.6
165,luanda,75,AO,1579886816,66,86.0,-8.84,13.23,11.41
166,creel,0,MX,1579886963,34,55.67,27.75,-107.63,4.81
167,vao,25,NC,1579886964,81,76.73,-22.67,167.48,19.89
168,san patricio,20,MX,1579886964,74,82.4,19.22,-104.7,4.23
169,berlevag,40,NO,1579886892,85,24.8,70.86,29.09,5.82
170,grindavik,90,IS,1579886961,86,33.8,63.84,-22.43,12.75
171,baglan,100,AF,1579886964,84,36.05,36.13,68.71,8.48
172,mecca,0,SA,1579886965,51,61.07,21.43,39.83,10.87
173,boditi,100,ET,1579886965,48,68.05,6.97,37.87,5.01
174,codrington,38,AU,1579886965,90,60.4,-38.27,141.97,17.9
175,ponta delgada,20,PT,1579886965,62,59.0,37.73,-25.67,10.29
176,san juan,53,AR,1579886965,17,97.38,-31.54,-68.54,15.77
177,kununurra,98,AU,1579886965,89,84.2,-15.77,128.73,4.7
178,lagoa,100,PT,1579886896,69,57.4,39.05,-27.98,10.2
179,laiyang,100,CN,1579886965,56,32.0,36.98,120.71,7.07
180,gijon,75,ES,1579886695,87,54.0,43.54,-5.66,1.12
181,leningradskiy,0,RU,1579886907,70,-23.42,69.38,178.42,2.68
182,chuy,0,UY,1579886966,44,82.09,-33.7,-53.46,6.6
183,ilhabela,44,BR,1579886963,77,77.52,-23.78,-45.36,12.59
184,agirish,11,RU,1579886966,93,2.91,61.92,63.02,5.86
185,chapais,20,CA,1579886966,84,8.6,49.78,-74.85,5.82
186,salinopolis,85,BR,1579886967,82,81.97,-0.61,-47.36,14.88
187,novoagansk,100,RU,1579886967,92,12.69,61.94,76.66,13.96
188,oga,40,IT,1579886922,40,33.8,46.46,10.35,10.29
189,kangaba,100,ML,1579886967,7,92.43,11.93,-8.42,7.78
190,srednekolymsk,100,RU,1579886910,94,-28.75,67.45,153.68,5.12
191,storslett,75,NO,1579886967,63,26.6,69.77,21.02,3.36
192,talara,40,PE,1579886800,100,62.6,-4.58,-81.27,8.05
193,odweyne,100,SO,1579886706,66,69.39,9.41,45.06,11.97
194,souillac,75,MU,1579886676,88,81.0,-20.52,57.52,6.93
195,cidreira,10,BR,1579886968,74,74.08,-30.18,-50.21,12.53
196,thinadhoo,100,MV,1579886968,81,83.21,0.53,72.93,14.88
197,lompoc,1,US,1579886760,93,63.0,34.64,-120.46,12.33
198,xuanwu,40,CN,1579886968,87,46.0,32.07,118.81,8.95
199,nishihara,40,JP,1579886968,94,68.0,26.18,127.76,3.36
200,asau,14,RO,1579886969,64,36.0,46.43,26.4,10.29
201,prainha,76,BR,1579886969,30,99.5,-1.8,-53.48,6.31
202,asha,99,RU,1579886969,94,7.65,55.0,57.27,8.99
203,tuatapere,100,NZ,1579886886,95,59.0,-46.13,167.68,7.0
204,vostok,5,RU,1579886867,97,-15.12,46.49,135.88,5.12
205,saint-philippe,100,RE,1579886923,94,80.6,-21.36,55.77,17.22
206,rindal,75,NO,1579886970,64,37.4,63.06,9.21,36.91
207,saint-augustin,0,CA,1579886922,70,5.77,51.23,-58.65,15.9
208,touros,75,BR,1579886970,62,86.0,-5.2,-35.46,12.75
209,port elizabeth,59,ZA,1579886895,78,71.6,-33.92,25.57,18.34
210,faanui,17,PF,1579886970,74,82.4,-16.48,-151.75,14.54
211,constitucion,19,CL,1579886970,46,71.42,-35.33,-72.42,11.77
212,balkanabat,100,TM,1579886970,78,38.71,39.51,54.37,0.69
213,dunedin,100,NZ,1579886970,70,68.0,-45.87,170.5,11.03
214,kavieng,0,PG,1579886730,65,83.28,-2.57,150.8,5.97
215,estevan,90,CA,1579886733,92,17.6,49.13,-102.98,10.29
216,tonj,50,SS,1579886971,20,74.34,7.27,28.68,5.08
217,warri,47,NG,1579886971,14,87.35,5.52,5.75,2.55
218,anadyr,90,RU,1579886971,84,0.0,64.75,177.48,2.24
219,ushtobe,100,KZ,1579886971,74,25.5,45.25,77.98,5.5
220,bouza,0,NE,1579886971,7,75.42,14.42,6.04,12.06
221,katsuura,100,JP,1579886972,80,48.2,35.13,140.3,21.92
222,tilichiki,100,RU,1579886972,95,6.28,60.47,166.1,13.53
223,ahuimanu,20,US,1579886972,93,68.0,21.44,-157.84,0.76
224,kahului,1,US,1579886683,82,69.8,20.89,-156.47,8.05
225,vila,75,PT,1579886972,76,57.99,42.03,-8.16,4.7
226,longyearbyen,40,SJ,1579886714,60,8.6,78.22,15.64,26.4
227,nusaybin,90,TR,1579886972,60,41.0,37.08,41.22,13.87
228,ugoofaaru,89,MV,1579886973,77,82.74,5.67,73.0,17.63
229,mahmudabad,18,IN,1579886973,93,51.8,27.3,81.12,2.21
230,te anau,100,NZ,1579886973,100,57.78,-45.42,167.72,1.28
231,bairiki,75,KI,1579886678,83,82.4,1.33,172.98,9.17
232,auki,24,SB,1579886973,75,84.09,-8.77,160.7,10.13
233,la rioja,75,ES,1579886914,87,48.2,42.25,-2.5,4.03
234,karibib,0,NA,1579886973,27,74.84,-21.93,15.83,17.16
235,udhampur,100,IN,1579886974,41,48.42,32.93,75.13,6.35
236,husavik,75,IS,1579886974,68,30.2,66.04,-17.34,9.17
237,diego de almagro,15,CL,1579886974,38,83.52,-26.37,-70.05,17.34
238,saint george,1,US,1579886683,45,46.99,37.1,-113.58,5.82
239,north myrtle beach,90,US,1579886974,77,64.99,33.82,-78.68,11.41
240,minab,28,IR,1579886974,72,60.8,27.15,57.08,4.7
241,arlit,60,NE,1579886754,7,78.91,18.74,7.39,10.16
242,itoman,40,JP,1579886975,94,68.0,26.12,127.67,3.36
243,khatanga,97,RU,1579886722,88,-26.88,71.97,102.5,9.33
244,launceston,90,AU,1579886975,87,59.0,-41.45,147.17,16.11
245,zyryanka,100,RU,1579886975,98,-27.2,65.75,150.85,3.78
246,portland,75,US,1579886830,81,53.01,45.52,-122.68,9.17
247,khudumelapye,63,BW,1579886975,64,71.47,-23.88,24.75,19.26
248,yumen,9,CN,1579886976,53,19.06,40.28,97.2,9.69
249,callaguip,97,PH,1579886976,74,74.75,18.07,120.49,5.91
250,sembe,55,CG,1579886976,21,76.26,1.65,14.58,0.89
251,athabasca,100,CA,1579886976,86,30.11,54.72,-113.29,5.12
252,port hardy,75,CA,1579886977,93,44.6,50.7,-127.42,6.93
253,kavaratti,33,IN,1579886977,69,82.04,10.57,72.64,3.85
254,port hueneme,1,US,1579886977,62,68.0,34.15,-119.2,4.56
255,centralia,40,US,1579886978,100,51.01,46.72,-122.95,10.29
256,nisia floresta,75,BR,1579886978,66,86.0,-6.09,-35.21,13.87
257,aykhal,75,RU,1579886979,74,-23.8,66.0,111.5,6.71
258,mayumba,39,GA,1579886979,78,83.8,-3.43,10.66,7.74
259,geraldton,0,AU,1579886980,82,66.2,-28.77,114.6,5.82
260,itarema,12,BR,1579886705,54,88.75,-2.92,-39.92,13.09
261,katangli,100,RU,1579886980,95,-0.11,51.71,143.23,8.25
262,kloulklubed,90,PW,1579886980,94,77.0,7.04,134.26,13.87
263,healdsburg,75,US,1579886980,100,54.0,38.61,-122.87,3.36
264,matai,77,TZ,1579886879,94,58.69,-8.3,31.52,2.66
265,bac lieu,27,VN,1579886980,93,72.88,9.29,105.72,5.97
266,honningsvag,75,NO,1579886980,79,24.8,70.98,25.97,13.87
267,coquimbo,0,CL,1579886981,53,77.0,-29.95,-71.34,12.75
268,magdagachi,78,RU,1579886981,90,-18.24,53.45,125.8,1.43
269,san cristobal,75,VE,1579886711,83,77.0,7.77,-72.22,6.93
270,upata,0,VE,1579886981,34,92.75,8.01,-62.4,2.28
271,vila franca do campo,20,PT,1579886804,62,59.0,37.72,-25.43,10.29
272,hasaki,75,JP,1579886724,86,39.2,35.73,140.83,2.24
273,half moon bay,40,US,1579886966,93,55.4,37.46,-122.43,3.36
274,bose,94,IT,1579886981,65,44.6,45.46,8.01,1.12
275,sabancuy,100,MX,1579886982,57,83.19,18.97,-91.18,1.5
276,arraial do cabo,90,BR,1579886897,88,77.0,-22.97,-42.03,9.17
277,hami,0,CN,1579886982,52,13.86,42.8,93.45,1.03
278,shurugwi,81,ZW,1579886982,81,66.33,-19.67,30.01,10.83
279,laurel,75,US,1579886982,70,51.01,39.1,-76.85,5.82
280,sandpoint,90,US,1579886982,100,41.0,48.28,-116.55,3.36
281,mombetsu,29,JP,1579886982,67,18.97,44.35,143.35,32.7
282,kalianget,3,ID,1579886983,69,82.38,-7.05,113.93,1.01
283,road town,40,VG,1579886983,78,80.6,18.42,-64.62,6.93
284,ulaangom,99,MN,1579886983,91,-6.65,49.98,92.07,3.31
285,faya,20,SA,1579886697,81,53.6,18.39,42.45,6.93
286,ibra,33,OM,1579886983,42,71.28,22.69,58.53,3.8
287,batagay-alyta,0,RU,1579886983,61,-34.28,67.8,130.41,3.31
288,lebanon,90,US,1579886774,87,52.0,36.21,-86.29,6.93
289,nioro,75,GM,1579886984,12,102.25,13.35,-15.75,8.72
290,north bend,90,US,1579886984,93,53.01,43.41,-124.22,9.17
291,boa vista,40,BR,1579886931,36,93.2,2.82,-60.67,14.99
292,buzuluk,79,RU,1579886984,96,6.01,52.78,52.26,8.21
293,tabou,55,CI,1579886984,76,82.81,4.42,-7.35,6.49
294,airai,73,TL,1579886984,92,67.32,-8.93,125.41,3.18
295,klaksvik,100,FO,1579886767,80,39.2,62.23,-6.59,8.05
296,gizo,16,SB,1579886985,87,77.58,-8.1,156.84,5.61
297,russell,90,US,1579886985,93,57.2,32.35,-85.2,2.24
298,acapulco,20,MX,1579886705,66,84.2,16.86,-99.89,6.82
299,korla,21,CN,1579886743,79,12.63,41.76,86.15,2.98
300,buin,23,CL,1579886985,39,86.0,-33.73,-70.75,4.7
301,sao jose da coroa grande,70,BR,1579886985,78,81.93,-8.9,-35.15,14.72
302,isangel,72,VU,1579886985,85,76.3,-19.55,169.27,11.05
303,yulara,60,AU,1579886986,22,80.6,-25.24,130.99,10.29
304,ilulissat,75,GL,1579886896,52,19.4,69.22,-51.1,19.46
305,marivan,100,IR,1579886986,89,31.66,35.52,46.18,4.47
306,brigantine,75,US,1579886986,62,55.0,39.41,-74.36,11.41
307,barra dos coqueiros,40,BR,1579886829,74,84.2,-10.91,-37.04,14.99
308,amazar,0,RU,1579886894,98,-22.59,53.86,120.88,1.74
309,lafiagi,51,NG,1579886987,6,86.36,8.87,5.42,1.88
310,luena,40,AO,1579886987,83,77.0,-11.78,19.92,5.82
311,ambovombe,0,MG,1579886687,76,70.56,-25.17,46.08,13.22
312,sitka,90,US,1579886987,93,35.6,57.05,-135.33,11.41
313,gushikawa,1,JP,1579886987,100,68.0,26.35,127.87,3.36
314,narsaq,90,GL,1579886987,79,26.6,60.92,-46.05,4.36
315,hun,0,LY,1579886988,29,61.02,29.13,15.95,10.07
316,la plata,20,AR,1579886696,45,91.0,-34.92,-57.95,13.87
317,ostrovnoy,100,RU,1579886889,88,11.3,68.05,39.51,6.76
318,wonthaggi,33,AU,1579886988,76,59.0,-38.6,145.59,6.82
319,lufilufi,99,WS,1579886988,94,80.01,-13.87,-171.6,4.0
320,vila velha,90,BR,1579886978,88,80.01,-20.33,-40.29,10.29
321,hambantota,21,LK,1579886988,75,80.26,6.12,81.12,25.72
322,lebu,0,CL,1579886989,32,72.01,-37.62,-73.65,12.28
323,saint-leu,100,RE,1579886777,94,80.6,-21.15,55.28,17.22
324,havoysund,75,NO,1579886797,79,32.0,71.0,24.66,13.87
325,bonavista,67,CA,1579886989,84,30.0,48.65,-53.11,8.01
326,edd,92,ER,1579886989,69,73.38,13.93,41.69,15.03
327,quatre cocos,75,MU,1579886989,88,81.0,-20.21,57.76,6.93
328,san carlos de bariloche,75,AR,1579886989,18,69.8,-41.15,-71.31,18.34
329,parfenyevo,99,RU,1579886990,93,30.02,58.48,43.41,10.29
330,sabya,40,SA,1579886990,61,78.8,17.15,42.63,9.17
331,yatou,86,CN,1579886990,56,35.35,37.15,122.38,14.27
332,fortuna,1,US,1579886990,87,53.6,40.6,-124.16,3.36
333,virginia beach,90,US,1579886894,81,57.99,36.85,-75.98,4.7
334,maine-soroa,0,NE,1579886990,14,68.86,13.21,12.02,10.54
335,paamiut,100,GL,1579886990,89,17.46,61.99,-49.67,24.96
336,conceicao do araguaia,75,BR,1579886991,63,91.4,-8.26,-49.26,9.17
337,kindu,100,CD,1579886991,55,74.97,-2.95,25.95,1.52
338,huizhou,96,CN,1579886991,99,70.0,23.08,114.4,3.38
339,miri,75,MY,1579886905,100,77.0,4.41,114.01,7.81
340,turochak,100,RU,1579886991,82,21.7,52.26,87.12,4.92
341,praia da vitoria,90,PT,1579886824,76,57.2,38.73,-27.07,10.36
342,lorengau,5,PG,1579886992,70,83.53,-2.02,147.27,5.53
343,koumac,48,NC,1579886992,91,68.97,-20.57,164.28,3.71
344,talaya,100,RU,1579886992,100,-39.77,61.38,152.75,1.92
345,mount isa,75,AU,1579886992,94,77.0,-20.73,139.5,9.17
346,mahebourg,75,MU,1579886723,88,81.0,-20.41,57.7,6.93
347,mogadishu,80,SO,1579886915,85,81.23,2.04,45.34,24.9
348,angoram,64,PG,1579886992,98,74.7,-4.06,144.07,2.13
349,lalibela,100,ET,1579886992,49,63.7,12.03,39.03,4.94
350,tari,0,NG,1579886993,8,79.7,12.41,4.49,11.36
351,sechura,100,PE,1579886993,83,73.49,-5.56,-80.82,14.03
352,olafsvik,100,IS,1579886717,79,31.15,64.89,-23.71,10.94
353,san ramon,1,US,1579886881,93,55.4,37.78,-121.98,3.36
354,coahuayana,40,MX,1579886993,64,75.2,18.73,-103.68,5.86
355,chifeng,0,CN,1579886970,78,14.31,42.27,118.96,5.48
356,la primavera,69,CO,1579886993,28,97.95,5.49,-70.41,11.68
357,betsiamites,1,CA,1579886993,52,19.4,48.94,-68.65,3.36
358,le port,90,RE,1579886994,94,80.6,-20.94,55.29,1.12
359,egvekinot,78,RU,1579886994,86,-11.61,66.32,-179.17,5.53
360,peniche,40,PT,1579886965,87,55.99,39.36,-9.38,5.82
361,aswan,0,EG,1579886994,46,56.07,24.09,32.91,12.19
362,mahina,40,PF,1579886994,74,80.6,-17.51,-149.49,16.8
363,santiago del estero,35,AR,1579886994,26,93.61,-27.8,-64.26,6.44
364,nanortalik,100,GL,1579886995,93,25.95,60.14,-45.24,22.26
365,joshimath,0,IN,1579886995,38,28.06,30.57,79.57,11.23
366,hovd,2,MN,1579886995,77,1.0,48.01,91.64,1.21
367,voskresenskoye,100,RU,1579886995,91,24.53,56.84,45.43,11.27
368,margate,75,GB,1579886995,93,44.01,51.38,1.39,4.7
369,bubaque,24,GW,1579886995,65,79.79,11.28,-15.83,13.09
370,visby,40,SE,1579886995,87,43.0,57.64,18.3,12.75
371,chino valley,1,US,1579886996,60,55.99,34.76,-112.45,3.36
372,gornopravdinsk,100,RU,1579886996,98,2.89,60.05,69.9,5.84
373,lixourion,75,GR,1579886996,81,53.6,38.2,20.43,5.82
374,hirara,53,JP,1579886996,81,71.76,24.8,125.28,9.78
375,havelock,1,US,1579886854,68,68.0,34.88,-76.9,5.82
376,krasnoselkup,94,RU,1579886905,93,17.06,65.7,82.47,15.5
377,puerto baquerizo moreno,20,EC,1579886996,74,82.4,-0.9,-89.6,14.99
378,colombo,17,LK,1579886997,74,80.6,6.93,79.85,11.41
379,nizwa,32,OM,1579886997,63,64.4,22.93,57.53,2.53
380,broome,1,US,1579886707,52,50.0,42.25,-75.83,4.7
381,sistranda,75,NO,1579886997,69,37.4,63.73,8.83,36.91
382,nacala,64,MZ,1579886997,94,73.78,-14.54,40.67,5.55
383,weesp,75,NL,1579886997,93,41.0,52.31,5.04,9.17
384,makakilo city,40,US,1579886997,77,68.0,21.35,-158.09,3.36
385,magadi,65,IN,1579886998,49,68.0,12.97,77.23,4.7
386,aquiraz,20,BR,1579886998,62,87.8,-3.9,-38.39,17.22
